contact_id,customer_id,contact_date,channel,proposed_product,result,employee_id,note
H001091,C00474,2025-09-22,オンライン面談,投資信託,成約,E012,投資信託を提案。前向きな反応。
H001092,C00475,2025-07-18,オンライン面談,NISA,再訪問予定,E045,NISAを提案。前向きな反応。
H001093,C00475,2025-01-06,電話,ファンドラップ,見送り,E045,ファンドラップを提案。反応は限定的。
H001094,C00477,2025-12-21,電話,一時払い保険,見送り,E040,一時払い保険を提案。反応は限定的。
H001095,C00477,2024-12-11,訪問,国内債券,見送り,E040,国内債券を提案。反応は限定的。
H001096,C00477,2025-12-20,オンライン面談,NISA,成約,E040,NISAを提案。前向きな反応。
H001097,C00477,2025-07-02,訪問,相続コンサル,再訪問予定,E040,相続コンサルを提案。前向きな反応。
H001098,C00477,2025-08-06,電話,国内債券,検討中,E040,国内債券を提案。前向きな反応。
H001099,C00478,2026-04-19,訪問,投資信託,情報提供のみ,E061,投資信託を提案。前向きな反応。
H001100,C00478,2026-04-03,オンライン面談,一時払い保険,検討中,E061,一時払い保険を提案。前向きな反応。
H001101,C00479,2025-09-18,メール,投資信託,見送り,E009,投資信託を提案。反応は限定的。
H001102,C00480,2025-09-26,メール,国内債券,検討中,E010,国内債券を提案。前向きな反応。
H001103,C00480,2025-02-05,オンライン面談,外貨預金,検討中,E010,外貨預金を提案。前向きな反応。
H001104,C00480,2025-02-04,来店,ファンドラップ,再訪問予定,E010,ファンドラップを提案。前向きな反応。
H001105,C00480,2025-08-15,オンライン面談,相続コンサル,情報提供のみ,E010,相続コンサルを提案。前向きな反応。
H001106,C00480,2025-03-31,メール,外貨預金,情報提供のみ,E010,外貨預金を提案。前向きな反応。
H001107,C00481,2026-06-11,メール,一時払い保険,検討中,E049,一時払い保険を提案。前向きな反応。
H001108,C00481,2025-05-07,来店,NISA,見送り,E049,NISAを提案。反応は限定的。
H001109,C00481,2025-06-21,来店,NISA,再訪問予定,E049,NISAを提案。前向きな反応。
H001110,C00482,2025-10-10,オンライン面談,投資信託,情報提供のみ,E010,投資信託を提案。前向きな反応。
H001111,C00482,2025-07-26,メール,相続コンサル,情報提供のみ,E010,相続コンサルを提案。前向きな反応。
H001112,C00482,2025-07-17,オンライン面談,国内債券,成約,E010,国内債券を提案。前向きな反応。
H001113,C00482,2025-01-19,訪問,NISA,成約,E010,NISAを提案。前向きな反応。
H001114,C00482,2025-02-20,オンライン面談,ファンドラップ,成約,E010,ファンドラップを提案。前向きな反応。
H001115,C00483,2025-07-28,メール,ファンドラップ,成約,E011,ファンドラップを提案。前向きな反応。
H001116,C00485,2026-04-13,メール,外貨預金,情報提供のみ,E007,外貨預金を提案。前向きな反応。
H001117,C00485,2025-06-14,オンライン面談,一時払い保険,成約,E007,一時払い保険を提案。前向きな反応。
H001118,C00485,2025-09-23,メール,相続コンサル,見送り,E007,相続コンサルを提案。反応は限定的。
H001119,C00485,2026-04-02,メール,相続コンサル,再訪問予定,E007,相続コンサルを提案。前向きな反応。
H001120,C00485,2026-02-11,オンライン面談,外国債券,成約,E007,外国債券を提案。前向きな反応。
H001121,C00486,2026-01-14,メール,相続コンサル,情報提供のみ,E076,相続コンサルを提案。前向きな反応。
H001122,C00487,2026-03-27,来店,投資信託,再訪問予定,E008,投資信託を提案。前向きな反応。
H001123,C00487,2025-08-08,オンライン面談,ファンドラップ,検討中,E008,ファンドラップを提案。前向きな反応。
H001124,C00487,2025-07-13,訪問,投資信託,検討中,E008,投資信託を提案。前向きな反応。
H001125,C00487,2025-03-08,電話,ファンドラップ,成約,E008,ファンドラップを提案。前向きな反応。
H001126,C00487,2025-04-13,電話,相続コンサル,情報提供のみ,E008,相続コンサルを提案。前向きな反応。
H001127,C00489,2025-09-25,訪問,投資信託,情報提供のみ,E002,投資信託を提案。前向きな反応。
H001128,C00489,2024-11-03,訪問,外国債券,成約,E002,外国債券を提案。前向きな反応。
H001129,C00491,2026-07-18,訪問,ファンドラップ,再訪問予定,E020,ファンドラップを提案。前向きな反応。
H001130,C00491,2025-06-22,来店,ファンドラップ,再訪問予定,E020,ファンドラップを提案。前向きな反応。
H001131,C00491,2025-12-04,来店,ファンドラップ,検討中,E020,ファンドラップを提案。前向きな反応。
H001132,C00492,2024-11-27,来店,国内債券,見送り,E036,国内債券を提案。反応は限定的。
H001133,C00493,2025-10-26,来店,相続コンサル,成約,E052,相続コンサルを提案。前向きな反応。
H001134,C00494,2025-10-24,電話,国内債券,再訪問予定,E066,国内債券を提案。前向きな反応。
H001135,C00494,2025-01-07,オンライン面談,外国債券,検討中,E066,外国債券を提案。前向きな反応。
H001136,C00494,2025-01-10,電話,ファンドラップ,再訪問予定,E066,ファンドラップを提案。前向きな反応。
H001137,C00494,2024-09-26,電話,一時払い保険,検討中,E066,一時払い保険を提案。前向きな反応。
H001138,C00495,2025-08-05,来店,ファンドラップ,再訪問予定,E079,ファンドラップを提案。前向きな反応。
H001139,C00495,2025-03-01,オンライン面談,外貨預金,成約,E079,外貨預金を提案。前向きな反応。
H001140,C00495,2024-10-09,訪問,外国債券,成約,E079,外国債券を提案。前向きな反応。
H001141,C00496,2025-08-26,オンライン面談,一時払い保険,情報提供のみ,E012,一時払い保険を提案。前向きな反応。
H001142,C00496,2025-07-13,電話,NISA,検討中,E012,NISAを提案。前向きな反応。
H001143,C00496,2024-10-03,オンライン面談,投資信託,成約,E012,投資信託を提案。前向きな反応。
H001144,C00496,2025-02-24,オンライン面談,ファンドラップ,検討中,E012,ファンドラップを提案。前向きな反応。
H001145,C00496,2025-02-13,オンライン面談,外国債券,成約,E012,外国債券を提案。前向きな反応。
H001146,C00497,2025-11-15,メール,一時払い保険,成約,E003,一時払い保険を提案。前向きな反応。
H001147,C00497,2025-07-06,オンライン面談,外国債券,情報提供のみ,E003,外国債券を提案。前向きな反応。
H001148,C00498,2026-04-21,オンライン面談,外貨預金,見送り,E003,外貨預金を提案。反応は限定的。
H001149,C00498,2025-12-17,来店,外国債券,再訪問予定,E003,外国債券を提案。前向きな反応。
H001150,C00499,2025-09-04,来店,相続コンサル,再訪問予定,E049,相続コンサルを提案。前向きな反応。
H001151,C00499,2025-07-09,メール,相続コンサル,見送り,E049,相続コンサルを提案。反応は限定的。
H001152,C00499,2025-09-02,メール,ファンドラップ,情報提供のみ,E049,ファンドラップを提案。前向きな反応。
H001153,C00499,2025-04-19,電話,国内債券,検討中,E049,国内債券を提案。前向きな反応。
H001154,C00499,2024-10-09,オンライン面談,投資信託,成約,E049,投資信託を提案。前向きな反応。
H001155,C00500,2026-04-10,オンライン面談,外国債券,情報提供のみ,E041,外国債券を提案。前向きな反応。
H001156,C00500,2025-05-11,オンライン面談,国内債券,検討中,E041,国内債券を提案。前向きな反応。
H001157,C00500,2025-12-29,メール,投資信託,成約,E041,投資信託を提案。前向きな反応。
H001158,C00500,2026-03-14,オンライン面談,外国債券,検討中,E041,外国債券を提案。前向きな反応。
H001159,C00500,2025-11-09,来店,相続コンサル,情報提供のみ,E041,相続コンサルを提案。前向きな反応。
H001160,C00501,2026-08-02,オンライン面談,投資信託,見送り,E040,投資信託を提案。反応は限定的。
H001161,C00503,2025-07-09,電話,外国債券,見送り,E002,外国債券を提案。反応は限定的。
H001162,C00504,2025-11-09,電話,外貨預金,再訪問予定,E075,外貨預金を提案。前向きな反応。
H001163,C00504,2025-02-13,訪問,投資信託,見送り,E075,投資信託を提案。反応は限定的。
H001164,C00504,2025-10-31,メール,外国債券,見送り,E075,外国債券を提案。反応は限定的。
H001165,C00505,2025-10-25,訪問,外国債券,見送り,E030,外国債券を提案。反応は限定的。
H001166,C00505,2025-02-28,訪問,国内債券,成約,E030,国内債券を提案。前向きな反応。
H001167,C00505,2025-01-22,来店,ファンドラップ,情報提供のみ,E030,ファンドラップを提案。前向きな反応。
H001168,C00505,2024-11-09,来店,ファンドラップ,情報提供のみ,E030,ファンドラップを提案。前向きな反応。
H001169,C00505,2025-07-30,メール,ファンドラップ,検討中,E030,ファンドラップを提案。前向きな反応。
H001170,C00507,2025-05-04,電話,投資信託,検討中,E013,投資信託を提案。前向きな反応。
H001171,C00510,2026-01-14,電話,外貨預金,検討中,E025,外貨預金を提案。前向きな反応。
H001172,C00511,2026-03-04,オンライン面談,ファンドラップ,見送り,E022,ファンドラップを提案。反応は限定的。
H001173,C00512,2025-03-08,訪問,NISA,情報提供のみ,E012,NISAを提案。前向きな反応。
H001174,C00513,2025-12-12,来店,国内債券,成約,E010,国内債券を提案。前向きな反応。
H001175,C00513,2024-12-01,訪問,外国債券,検討中,E010,外国債券を提案。前向きな反応。
H001176,C00513,2025-01-10,訪問,一時払い保険,検討中,E010,一時払い保険を提案。前向きな反応。
H001177,C00513,2025-12-03,オンライン面談,国内債券,情報提供のみ,E010,国内債券を提案。前向きな反応。
H001178,C00513,2025-09-24,電話,相続コンサル,検討中,E010,相続コンサルを提案。前向きな反応。
H001179,C00515,2026-04-03,オンライン面談,相続コンサル,検討中,E080,相続コンサルを提案。前向きな反応。
H001180,C00515,2025-04-08,来店,一時払い保険,見送り,E080,一時払い保険を提案。反応は限定的。
H001181,C00515,2025-05-06,メール,投資信託,成約,E080,投資信託を提案。前向きな反応。
H001182,C00515,2025-03-13,訪問,一時払い保険,検討中,E080,一時払い保険を提案。前向きな反応。
H001183,C00516,2025-07-22,訪問,投資信託,検討中,E075,投資信託を提案。前向きな反応。
H001184,C00517,2025-02-07,メール,外貨預金,見送り,E013,外貨預金を提案。反応は限定的。
H001185,C00519,2024-12-09,メール,NISA,情報提供のみ,E066,NISAを提案。前向きな反応。
H001186,C00519,2024-07-20,来店,一時払い保険,情報提供のみ,E066,一時払い保険を提案。前向きな反応。
H001187,C00519,2023-12-16,訪問,外国債券,検討中,E066,外国債券を提案。前向きな反応。
H001188,C00520,2025-04-14,メール,相続コンサル,検討中,E029,相続コンサルを提案。前向きな反応。
H001189,C00520,2024-10-07,訪問,ファンドラップ,見送り,E029,ファンドラップを提案。反応は限定的。
H001190,C00520,2025-01-03,電話,一時払い保険,見送り,E029,一時払い保険を提案。反応は限定的。
H001191,C00521,2025-07-08,メール,ファンドラップ,見送り,E002,ファンドラップを提案。反応は限定的。
H001192,C00521,2025-06-01,電話,NISA,見送り,E002,NISAを提案。反応は限定的。
H001193,C00522,2025-12-12,電話,外国債券,再訪問予定,E007,外国債券を提案。前向きな反応。
H001194,C00522,2025-08-03,電話,ファンドラップ,成約,E007,ファンドラップを提案。前向きな反応。
H001195,C00522,2025-05-16,オンライン面談,外国債券,成約,E007,外国債券を提案。前向きな反応。
H001196,C00522,2025-05-13,メール,国内債券,情報提供のみ,E007,国内債券を提案。前向きな反応。
H001197,C00523,2025-10-23,メール,外国債券,成約,E010,外国債券を提案。前向きな反応。
H001198,C00523,2025-04-30,メール,外国債券,見送り,E010,外国債券を提案。反応は限定的。
H001199,C00523,2024-10-11,オンライン面談,一時払い保険,成約,E010,一時払い保険を提案。前向きな反応。
H001200,C00523,2024-10-04,オンライン面談,相続コンサル,情報提供のみ,E010,相続コンサルを提案。前向きな反応。
H001201,C00524,2025-11-06,オンライン面談,相続コンサル,再訪問予定,E025,相続コンサルを提案。前向きな反応。
H001202,C00524,2025-03-21,オンライン面談,外国債券,検討中,E025,外国債券を提案。前向きな反応。
H001203,C00524,2024-10-03,メール,投資信託,検討中,E025,投資信託を提案。前向きな反応。
H001204,C00525,2025-09-22,オンライン面談,外国債券,成約,E066,外国債券を提案。前向きな反応。
H001205,C00526,2025-10-10,電話,国内債券,検討中,E075,国内債券を提案。前向きな反応。
H001206,C00526,2024-12-06,オンライン面談,一時払い保険,情報提供のみ,E075,一時払い保険を提案。前向きな反応。
H001207,C00527,2026-07-05,電話,外国債券,検討中,E048,外国債券を提案。前向きな反応。
H001208,C00527,2026-06-20,来店,国内債券,検討中,E048,国内債券を提案。前向きな反応。
H001209,C00527,2026-06-10,メール,ファンドラップ,成約,E048,ファンドラップを提案。前向きな反応。
H001210,C00527,2025-08-24,来店,外貨預金,再訪問予定,E048,外貨預金を提案。前向きな反応。
H001211,C00528,2026-04-23,来店,外貨預金,再訪問予定,E001,外貨預金を提案。前向きな反応。
H001212,C00528,2025-07-09,来店,一時払い保険,検討中,E001,一時払い保険を提案。前向きな反応。
H001213,C00528,2026-04-15,電話,相続コンサル,検討中,E001,相続コンサルを提案。前向きな反応。
H001214,C00528,2025-06-02,オンライン面談,相続コンサル,成約,E001,相続コンサルを提案。前向きな反応。
H001215,C00528,2025-06-25,オンライン面談,ファンドラップ,見送り,E001,ファンドラップを提案。反応は限定的。
H001216,C00529,2026-02-02,訪問,外国債券,再訪問予定,E032,外国債券を提案。前向きな反応。
H001217,C00529,2025-02-26,電話,外貨預金,情報提供のみ,E032,外貨預金を提案。前向きな反応。
H001218,C00529,2025-08-18,オンライン面談,外国債券,成約,E032,外国債券を提案。前向きな反応。
H001219,C00529,2025-11-01,電話,NISA,再訪問予定,E032,NISAを提案。前向きな反応。
H001220,C00529,2026-01-18,オンライン面談,相続コンサル,情報提供のみ,E032,相続コンサルを提案。前向きな反応。
H001221,C00530,2025-03-25,来店,外貨預金,見送り,E035,外貨預金を提案。反応は限定的。
H001222,C00530,2024-05-12,メール,外国債券,情報提供のみ,E035,外国債券を提案。前向きな反応。
H001223,C00531,2025-07-16,オンライン面談,投資信託,見送り,E016,投資信託を提案。反応は限定的。
H001224,C00531,2025-01-08,メール,外国債券,情報提供のみ,E016,外国債券を提案。前向きな反応。
H001225,C00531,2025-06-03,メール,NISA,成約,E016,NISAを提案。前向きな反応。
H001226,C00531,2025-07-15,メール,ファンドラップ,検討中,E016,ファンドラップを提案。前向きな反応。
H001227,C00532,2026-01-09,オンライン面談,NISA,情報提供のみ,E075,NISAを提案。前向きな反応。
H001228,C00532,2025-10-23,訪問,投資信託,検討中,E075,投資信託を提案。前向きな反応。
H001229,C00532,2025-08-05,メール,外貨預金,成約,E075,外貨預金を提案。前向きな反応。
H001230,C00532,2025-10-18,訪問,一時払い保険,情報提供のみ,E075,一時払い保険を提案。前向きな反応。
H001231,C00533,2026-05-10,メール,NISA,情報提供のみ,E025,NISAを提案。前向きな反応。
H001232,C00533,2026-03-22,来店,投資信託,検討中,E025,投資信託を提案。前向きな反応。
H001233,C00533,2025-08-30,電話,外国債券,成約,E025,外国債券を提案。前向きな反応。
H001234,C00533,2025-11-12,来店,一時払い保険,検討中,E025,一時払い保険を提案。前向きな反応。
H001235,C00533,2025-04-18,オンライン面談,外国債券,情報提供のみ,E025,外国債券を提案。前向きな反応。
H001236,C00534,2025-02-09,訪問,国内債券,見送り,E009,国内債券を提案。反応は限定的。
H001237,C00535,2025-12-13,電話,一時払い保険,検討中,E027,一時払い保険を提案。前向きな反応。
H001238,C00535,2025-09-07,訪問,外国債券,再訪問予定,E027,外国債券を提案。前向きな反応。
H001239,C00535,2025-07-08,訪問,相続コンサル,検討中,E027,相続コンサルを提案。前向きな反応。
H001240,C00535,2025-02-05,来店,外貨預金,検討中,E027,外貨預金を提案。前向きな反応。
H001241,C00537,2024-09-27,オンライン面談,ファンドラップ,情報提供のみ,E004,ファンドラップを提案。前向きな反応。
H001242,C00537,2023-08-28,電話,NISA,情報提供のみ,E004,NISAを提案。前向きな反応。
H001243,C00537,2024-09-25,メール,ファンドラップ,見送り,E004,ファンドラップを提案。反応は限定的。
H001244,C00538,2025-12-25,メール,投資信託,情報提供のみ,E040,投資信託を提案。前向きな反応。
H001245,C00538,2025-01-07,オンライン面談,NISA,検討中,E040,NISAを提案。前向きな反応。
H001246,C00538,2025-01-04,電話,外国債券,情報提供のみ,E040,外国債券を提案。前向きな反応。
H001247,C00539,2025-08-06,来店,外貨預金,見送り,E035,外貨預金を提案。反応は限定的。
H001248,C00539,2025-04-30,訪問,投資信託,見送り,E035,投資信託を提案。反応は限定的。
H001249,C00539,2025-06-30,オンライン面談,NISA,見送り,E035,NISAを提案。反応は限定的。
H001250,C00540,2026-02-21,オンライン面談,国内債券,再訪問予定,E069,国内債券を提案。前向きな反応。
H001251,C00540,2026-01-04,訪問,相続コンサル,検討中,E069,相続コンサルを提案。前向きな反応。
H001252,C00541,2024-12-17,オンライン面談,ファンドラップ,再訪問予定,E037,ファンドラップを提案。前向きな反応。
H001253,C00541,2024-08-12,オンライン面談,国内債券,情報提供のみ,E037,国内債券を提案。前向きな反応。
H001254,C00541,2024-11-23,メール,相続コンサル,成約,E037,相続コンサルを提案。前向きな反応。
H001255,C00542,2026-08-12,オンライン面談,一時払い保険,情報提供のみ,E035,一時払い保険を提案。前向きな反応。
H001256,C00542,2026-08-06,訪問,NISA,情報提供のみ,E035,NISAを提案。前向きな反応。
H001257,C00544,2026-08-08,電話,外国債券,成約,E017,外国債券を提案。前向きな反応。
H001258,C00544,2025-11-05,来店,一時払い保険,見送り,E017,一時払い保険を提案。反応は限定的。
H001259,C00545,2025-07-20,電話,投資信託,成約,E056,投資信託を提案。前向きな反応。
H001260,C00545,2025-01-11,オンライン面談,ファンドラップ,再訪問予定,E056,ファンドラップを提案。前向きな反応。
H001261,C00545,2025-02-28,来店,相続コンサル,見送り,E056,相続コンサルを提案。反応は限定的。
H001262,C00547,2025-08-19,電話,NISA,検討中,E023,NISAを提案。前向きな反応。
H001263,C00547,2025-02-05,訪問,ファンドラップ,再訪問予定,E023,ファンドラップを提案。前向きな反応。
H001264,C00548,2026-05-05,電話,NISA,再訪問予定,E036,NISAを提案。前向きな反応。
H001265,C00549,2026-05-07,来店,一時払い保険,見送り,E046,一時払い保険を提案。反応は限定的。
H001266,C00550,2026-03-17,訪問,投資信託,見送り,E032,投資信託を提案。反応は限定的。
H001267,C00550,2025-07-01,来店,ファンドラップ,検討中,E032,ファンドラップを提案。前向きな反応。
H001268,C00550,2025-07-02,オンライン面談,相続コンサル,情報提供のみ,E032,相続コンサルを提案。前向きな反応。
H001269,C00552,2026-07-27,来店,国内債券,見送り,E005,国内債券を提案。反応は限定的。
H001270,C00553,2025-08-28,訪問,一時払い保険,成約,E078,一時払い保険を提案。前向きな反応。
H001271,C00553,2025-05-18,電話,ファンドラップ,検討中,E078,ファンドラップを提案。前向きな反応。
H001272,C00553,2025-07-10,訪問,外貨預金,見送り,E078,外貨預金を提案。反応は限定的。
H001273,C00553,2024-11-14,来店,NISA,成約,E078,NISAを提案。前向きな反応。
H001274,C00553,2025-02-05,電話,外国債券,見送り,E078,外国債券を提案。反応は限定的。
H001275,C00555,2025-07-08,来店,外貨預金,情報提供のみ,E010,外貨預金を提案。前向きな反応。
H001276,C00555,2024-07-23,電話,外国債券,成約,E010,外国債券を提案。前向きな反応。
H001277,C00555,2025-03-15,オンライン面談,相続コンサル,再訪問予定,E010,相続コンサルを提案。前向きな反応。
H001278,C00556,2025-05-31,訪問,NISA,再訪問予定,E040,NISAを提案。前向きな反応。
H001279,C00556,2024-12-31,メール,投資信託,情報提供のみ,E040,投資信託を提案。前向きな反応。
H001280,C00557,2025-09-04,電話,一時払い保険,成約,E025,一時払い保険を提案。前向きな反応。
H001281,C00557,2024-08-16,来店,外貨預金,検討中,E025,外貨預金を提案。前向きな反応。
H001282,C00557,2025-07-29,オンライン面談,NISA,再訪問予定,E025,NISAを提案。前向きな反応。
H001283,C00557,2024-11-13,訪問,ファンドラップ,情報提供のみ,E025,ファンドラップを提案。前向きな反応。
H001284,C00557,2024-12-30,メール,ファンドラップ,成約,E025,ファンドラップを提案。前向きな反応。
H001285,C00558,2026-05-17,電話,NISA,再訪問予定,E033,NISAを提案。前向きな反応。
H001286,C00558,2025-07-26,メール,投資信託,検討中,E033,投資信託を提案。前向きな反応。
H001287,C00558,2026-05-11,電話,ファンドラップ,成約,E033,ファンドラップを提案。前向きな反応。
H001288,C00559,2026-03-16,来店,外国債券,検討中,E005,外国債券を提案。前向きな反応。
H001289,C00559,2025-06-05,メール,投資信託,成約,E005,投資信託を提案。前向きな反応。
H001290,C00559,2025-08-30,オンライン面談,ファンドラップ,成約,E005,ファンドラップを提案。前向きな反応。
H001291,C00559,2026-02-18,メール,一時払い保険,成約,E005,一時払い保険を提案。前向きな反応。
H001292,C00560,2026-04-17,メール,投資信託,検討中,E058,投資信託を提案。前向きな反応。
H001293,C00560,2026-02-10,オンライン面談,国内債券,見送り,E058,国内債券を提案。反応は限定的。
H001294,C00560,2025-09-10,訪問,投資信託,見送り,E058,投資信託を提案。反応は限定的。
H001295,C00561,2026-06-17,来店,一時払い保険,見送り,E058,一時払い保険を提案。反応は限定的。
H001296,C00561,2025-08-18,来店,外国債券,成約,E058,外国債券を提案。前向きな反応。
H001297,C00561,2025-06-03,電話,投資信託,成約,E058,投資信託を提案。前向きな反応。
H001298,C00561,2026-04-09,来店,外貨預金,検討中,E058,外貨預金を提案。前向きな反応。
H001299,C00562,2025-10-20,メール,NISA,見送り,E037,NISAを提案。反応は限定的。
H001300,C00562,2024-10-29,オンライン面談,NISA,検討中,E037,NISAを提案。前向きな反応。
H001301,C00562,2025-08-24,オンライン面談,外国債券,情報提供のみ,E037,外国債券を提案。前向きな反応。
H001302,C00564,2025-08-16,オンライン面談,ファンドラップ,成約,E069,ファンドラップを提案。前向きな反応。
H001303,C00564,2024-12-22,訪問,相続コンサル,情報提供のみ,E069,相続コンサルを提案。前向きな反応。
H001304,C00564,2024-09-12,訪問,外貨預金,再訪問予定,E069,外貨預金を提案。前向きな反応。
H001305,C00564,2024-09-28,オンライン面談,外国債券,成約,E069,外国債券を提案。前向きな反応。
H001306,C00565,2025-07-31,オンライン面談,外貨預金,再訪問予定,E050,外貨預金を提案。前向きな反応。
H001307,C00565,2025-02-13,電話,国内債券,成約,E050,国内債券を提案。前向きな反応。
H001308,C00567,2026-06-17,オンライン面談,ファンドラップ,検討中,E009,ファンドラップを提案。前向きな反応。
H001309,C00567,2025-12-20,オンライン面談,一時払い保険,検討中,E009,一時払い保険を提案。前向きな反応。
H001310,C00567,2026-01-24,訪問,ファンドラップ,情報提供のみ,E009,ファンドラップを提案。前向きな反応。
H001311,C00567,2026-03-29,電話,NISA,成約,E009,NISAを提案。前向きな反応。
H001312,C00568,2025-03-21,メール,投資信託,見送り,E001,投資信託を提案。反応は限定的。
H001313,C00568,2024-08-25,メール,投資信託,検討中,E001,投資信託を提案。前向きな反応。
H001314,C00569,2025-12-09,メール,外国債券,見送り,E055,外国債券を提案。反応は限定的。
H001315,C00569,2025-05-07,来店,相続コンサル,成約,E055,相続コンサルを提案。前向きな反応。
H001316,C00570,2024-11-14,電話,ファンドラップ,情報提供のみ,E010,ファンドラップを提案。前向きな反応。
H001317,C00570,2024-04-21,来店,外国債券,検討中,E010,外国債券を提案。前向きな反応。
H001318,C00571,2025-07-27,オンライン面談,NISA,成約,E013,NISAを提案。前向きな反応。
H001319,C00572,2024-09-29,電話,投資信託,成約,E066,投資信託を提案。前向きな反応。
H001320,C00572,2024-06-04,来店,ファンドラップ,見送り,E066,ファンドラップを提案。反応は限定的。
H001321,C00574,2026-07-21,訪問,相続コンサル,見送り,E040,相続コンサルを提案。反応は限定的。
H001322,C00574,2026-01-11,電話,外国債券,検討中,E040,外国債券を提案。前向きな反応。
H001323,C00574,2026-06-13,電話,一時払い保険,見送り,E040,一時払い保険を提案。反応は限定的。
H001324,C00575,2025-06-18,オンライン面談,外貨預金,成約,E068,外貨預金を提案。前向きな反応。
H001325,C00575,2024-12-08,訪問,NISA,検討中,E068,NISAを提案。前向きな反応。
H001326,C00576,2026-03-07,メール,投資信託,検討中,E045,投資信託を提案。前向きな反応。
H001327,C00576,2025-07-15,来店,国内債券,再訪問予定,E045,国内債券を提案。前向きな反応。
H001328,C00576,2025-06-12,オンライン面談,ファンドラップ,検討中,E045,ファンドラップを提案。前向きな反応。
H001329,C00576,2025-02-20,訪問,ファンドラップ,見送り,E045,ファンドラップを提案。反応は限定的。
H001330,C00576,2025-07-31,訪問,ファンドラップ,情報提供のみ,E045,ファンドラップを提案。前向きな反応。
H001331,C00577,2026-04-19,電話,NISA,再訪問予定,E031,NISAを提案。前向きな反応。
H001332,C00577,2025-08-09,訪問,相続コンサル,検討中,E031,相続コンサルを提案。前向きな反応。
H001333,C00577,2026-04-16,訪問,相続コンサル,成約,E031,相続コンサルを提案。前向きな反応。
H001334,C00577,2026-01-14,電話,相続コンサル,情報提供のみ,E031,相続コンサルを提案。前向きな反応。
H001335,C00578,2026-07-03,オンライン面談,外貨預金,成約,E010,外貨預金を提案。前向きな反応。
H001336,C00578,2026-06-30,来店,外国債券,成約,E010,外国債券を提案。前向きな反応。
H001337,C00578,2025-08-29,訪問,ファンドラップ,検討中,E010,ファンドラップを提案。前向きな反応。
H001338,C00578,2026-03-14,電話,外国債券,再訪問予定,E010,外国債券を提案。前向きな反応。
H001339,C00578,2025-08-28,メール,一時払い保険,再訪問予定,E010,一時払い保険を提案。前向きな反応。
H001340,C00579,2026-05-02,オンライン面談,ファンドラップ,検討中,E080,ファンドラップを提案。前向きな反応。
H001341,C00581,2026-06-10,訪問,一時払い保険,再訪問予定,E077,一時払い保険を提案。前向きな反応。
H001342,C00581,2025-11-20,メール,ファンドラップ,見送り,E077,ファンドラップを提案。反応は限定的。
H001343,C00581,2025-08-11,電話,外貨預金,成約,E077,外貨預金を提案。前向きな反応。
H001344,C00581,2025-10-11,電話,外国債券,成約,E077,外国債券を提案。前向きな反応。
H001345,C00582,2026-02-25,電話,投資信託,成約,E061,投資信託を提案。前向きな反応。
H001346,C00582,2025-03-11,電話,投資信託,見送り,E061,投資信託を提案。反応は限定的。
H001347,C00582,2025-10-20,来店,国内債券,検討中,E061,国内債券を提案。前向きな反応。
H001348,C00582,2025-11-21,電話,外国債券,見送り,E061,外国債券を提案。反応は限定的。
H001349,C00583,2026-06-08,電話,外貨預金,検討中,E073,外貨預金を提案。前向きな反応。
H001350,C00583,2026-05-03,オンライン面談,外国債券,情報提供のみ,E073,外国債券を提案。前向きな反応。
H001351,C00585,2025-08-14,訪問,国内債券,見送り,E002,国内債券を提案。反応は限定的。
H001352,C00585,2025-03-30,訪問,外国債券,情報提供のみ,E002,外国債券を提案。前向きな反応。
H001353,C00587,2026-01-06,オンライン面談,国内債券,成約,E006,国内債券を提案。前向きな反応。
H001354,C00587,2025-09-15,来店,投資信託,成約,E006,投資信託を提案。前向きな反応。
H001355,C00588,2024-12-23,訪問,一時払い保険,検討中,E004,一時払い保険を提案。前向きな反応。
H001356,C00588,2024-10-05,電話,ファンドラップ,情報提供のみ,E004,ファンドラップを提案。前向きな反応。
H001357,C00589,2024-12-28,電話,外国債券,見送り,E010,外国債券を提案。反応は限定的。
H001358,C00589,2024-05-03,メール,一時払い保険,検討中,E010,一時払い保険を提案。前向きな反応。
H001359,C00589,2024-11-20,メール,投資信託,情報提供のみ,E010,投資信託を提案。前向きな反応。
H001360,C00590,2026-03-18,メール,投資信託,情報提供のみ,E019,投資信託を提案。前向きな反応。
H001361,C00590,2025-08-04,来店,一時払い保険,見送り,E019,一時払い保険を提案。反応は限定的。
H001362,C00590,2026-02-20,電話,ファンドラップ,再訪問予定,E019,ファンドラップを提案。前向きな反応。
H001363,C00591,2025-10-07,訪問,外国債券,見送り,E023,外国債券を提案。反応は限定的。
H001364,C00591,2025-05-05,電話,外貨預金,成約,E023,外貨預金を提案。前向きな反応。
H001365,C00593,2024-12-21,訪問,投資信託,検討中,E004,投資信託を提案。前向きな反応。
H001366,C00593,2024-04-12,訪問,投資信託,再訪問予定,E004,投資信託を提案。前向きな反応。
H001367,C00594,2025-06-02,訪問,外国債券,見送り,E036,外国債券を提案。反応は限定的。
H001368,C00594,2024-10-30,電話,NISA,見送り,E036,NISAを提案。反応は限定的。
H001369,C00596,2026-08-10,来店,一時払い保険,再訪問予定,E008,一時払い保険を提案。前向きな反応。
